City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
278,Koungou,YT,2021-11-23 21:36:54,-12.7336,45.2042,78.51,83,0,8.05
279,Fort Nelson,CA,2021-11-23 21:35:11,58.8053,-122.7002,0.99,78,75,0.0
280,Kiama,AU,2021-11-23 21:36:54,-34.6833,150.8667,68.58,88,100,3.0
281,Vilhena,BR,2021-11-23 21:36:55,-12.7406,-60.1458,84.42,65,40,9.22
282,Kandi,BJ,2021-11-23 21:36:56,11.1342,2.9386,81.81,20,50,4.16
283,Hambantota,LK,2021-11-23 21:36:56,6.1241,81.1185,75.54,100,40,2.3
284,Kuusamo,FI,2021-11-23 21:36:57,65.9667,29.1833,21.24,93,90,4.61
285,Tolga,DZ,2021-11-23 21:36:57,34.7222,5.3785,56.21,44,100,3.6
286,Kasempa,ZM,2021-11-23 21:36:58,-13.4584,25.8338,63.43,93,100,4.29
287,Bathsheba,BB,2021-11-23 21:36:58,13.2167,-59.5167,83.01,74,40,10.36
288,Santa Isabel Do Rio Negro,BR,2021-11-23 21:36:58,-0.4139,-65.0192,78.33,89,100,1.7
289,Kutum,SD,2021-11-23 21:36:59,14.2,24.6667,62.08,22,1,8.86
290,Inhambane,MZ,2021-11-23 21:36:59,-23.865,35.3833,72.97,92,98,16.75
291,Halifax,CA,2021-11-23 21:35:57,44.6453,-63.5724,38.34,95,100,8.01
292,Jonuta,MX,2021-11-23 21:37:00,18.0833,-92.1333,83.25,68,11,6.31
293,Chalmette,US,2021-11-23 21:37:00,29.9427,-89.9634,64.45,42,1,3.0
294,Kaeo,NZ,2021-11-23 21:37:01,-35.1,173.7833,64.33,92,88,8.66
295,Tecoanapa,MX,2021-11-23 21:37:01,16.5167,-98.75,84.88,65,6,8.3
296,Yingcheng,CN,2021-11-23 21:37:02,30.95,113.55,42.85,43,2,5.37
297,Bundaberg,AU,2021-11-23 21:37:03,-24.85,152.35,79.21,94,40,1.01
298,Port Lincoln,AU,2021-11-23 21:35:32,-34.7333,135.8667,64.83,79,38,7.7
299,Terracina,IT,2021-11-23 21:37:03,41.2863,13.2217,57.6,70,100,8.08
300,Itarema,BR,2021-11-23 21:37:04,-2.9248,-39.9167,80.8,78,100,15.19
301,Mizdah,LY,2021-11-23 21:37:04,31.4451,12.9801,62.17,57,82,5.21
302,Sur,OM,2021-11-23 21:37:05,22.5667,59.5289,75.87,34,31,6.26
303,Kargasok,RU,2021-11-23 21:37:05,59.0556,80.8572,19.4,92,96,9.89
304,Arcachon,FR,2021-11-23 21:37:07,44.5875,-1.0519,47.41,76,90,10.36
305,Husavik,IS,2021-11-23 21:37:07,66.0449,-17.3389,28.31,99,87,14.52
306,Carnarvon,AU,2021-11-23 21:37:07,-24.8667,113.6333,66.27,72,0,9.22
307,Gorontalo,ID,2021-11-23 21:37:08,0.5412,123.0595,75.43,92,39,3.27
308,Coihueco,CL,2021-11-23 21:37:08,-36.6167,-71.8333,83.14,34,0,2.3
309,Mitu,CO,2021-11-23 21:37:09,1.1983,-70.1733,78.12,81,95,0.47
310,Port Augusta,AU,2021-11-23 21:37:09,-32.5,137.7667,64.54,60,100,2.35
311,Caracuaro,MX,2021-11-23 21:37:10,19.0106,-101.1264,86.88,43,37,3.13
312,Oktyabrskiy,RU,2021-11-23 21:37:10,54.4815,53.471,2.8,99,83,5.57
313,Sokna,NO,2021-11-23 21:37:11,60.24,9.9235,38.12,90,100,1.92
314,Amasya,TR,2021-11-23 21:37:11,40.6667,35.8333,47.88,71,97,3.29
315,Miyako,JP,2021-11-23 21:37:12,39.6367,141.9525,39.11,88,59,3.96
316,Mendi,PG,2021-11-23 21:37:13,-6.1761,143.6513,59.99,92,99,0.36
317,Shingu,JP,2021-11-23 21:37:13,33.7333,135.9833,47.73,71,21,12.62
318,Karratha,AU,2021-11-23 21:37:13,-20.7377,116.8463,79.72,50,98,5.28
319,Faya,SA,2021-11-23 21:36:46,18.3851,42.4509,55.92,30,18,5.46
320,Tahe,CN,2021-11-23 21:38:14,52.3333,124.7333,7.81,90,100,7.11
321,Tiarei,PF,2021-11-23 21:38:15,-17.5333,-149.3333,87.82,76,98,4.56
322,Saldanha,ZA,2021-11-23 21:38:15,-33.0117,17.9442,60.85,79,100,24.94
323,Cacimbinhas,BR,2021-11-23 21:38:16,-9.4003,-36.9903,81.43,56,58,16.8
324,Moron,AR,2021-11-23 21:38:16,-34.6534,-58.6198,79.0,37,0,8.46
325,Tagusao,PH,2021-11-23 21:38:16,9.1924,117.8141,78.89,83,74,4.63
326,Sabang,ID,2021-11-23 21:38:17,5.8933,95.3214,81.84,76,100,7.36
327,Tessalit,ML,2021-11-23 21:38:17,20.1986,1.0114,77.59,30,99,7.63
328,Paamiut,GL,2021-11-23 21:38:18,61.994,-49.6678,36.03,72,100,42.28
329,Leningradskiy,RU,2021-11-23 21:38:18,69.3833,178.4167,-13.92,81,68,5.28
330,San Patricio,US,2021-11-23 21:38:18,28.017,-97.5169,78.89,48,60,10.92
331,Sao Joao Da Barra,BR,2021-11-23 21:35:55,-21.6403,-41.0511,77.09,85,5,9.93
332,Mackenzie,CA,2021-11-23 21:35:11,55.2999,-123.1698,28.62,74,1,8.05
333,Uige,AO,2021-11-23 21:38:19,-7.6087,15.0613,66.27,97,71,0.43
334,Hammerfest,NO,2021-11-23 21:34:32,70.6634,23.6821,22.73,93,20,3.44
335,Sao Jose Da Coroa Grande,BR,2021-11-23 21:34:04,-8.8978,-35.1478,80.1,76,7,13.15
336,Asau,RO,2021-11-23 21:36:49,46.4333,26.4,36.75,94,70,2.33
337,Victoria,HK,2021-11-23 21:36:00,22.2855,114.1577,64.33,66,45,4.0
338,Cockburn Town,TC,2021-11-23 21:38:20,21.4612,-71.1419,81.14,75,56,14.34
339,Olinda,BR,2021-11-23 21:37:55,-8.0089,-34.8553,82.13,69,40,6.91
340,Acapulco,MX,2021-11-23 21:38:21,16.8634,-99.8901,85.82,74,20,9.22
341,Muzhi,RU,2021-11-23 21:38:21,65.3667,64.6667,9.5,80,100,14.25
342,Salto,UY,2021-11-23 21:33:27,-31.3833,-57.9667,84.36,33,0,14.0
343,Karpogory,RU,2021-11-23 21:38:22,64.0019,44.4451,9.1,98,79,4.94
344,Komsomolskiy,UZ,2021-11-23 21:38:23,40.4272,71.7189,40.42,45,100,4.61
345,Jalu,LY,2021-11-23 21:38:23,29.0331,21.5482,66.09,33,34,7.76
346,Deqing,CN,2021-11-23 21:38:23,30.5448,119.9599,35.94,61,0,3.71
347,West Wendover,US,2021-11-23 21:38:24,40.7391,-114.0733,42.01,52,1,3.44
348,Namwala,ZM,2021-11-23 21:38:25,-15.7504,26.4384,73.8,62,100,3.83
349,Saint-Georges,GD,2021-11-23 21:38:25,12.0564,-61.7485,83.88,74,20,18.41
350,Nanortalik,GL,2021-11-23 21:35:59,60.1432,-45.2371,33.46,74,100,10.54
351,Xingcheng,CN,2021-11-23 21:38:26,40.6167,120.7167,31.98,43,6,0.87
352,Ucluelet,CA,2021-11-23 21:35:19,48.9329,-125.5528,49.08,81,8,5.99
353,Russell,US,2021-11-23 21:38:27,32.3502,-85.1999,58.6,24,1,0.0
354,Mattru,SL,2021-11-23 21:38:27,7.6244,-11.8332,76.48,93,66,2.01
355,Male,MV,2021-11-23 21:38:28,4.1748,73.5089,82.35,78,75,10.36
356,Oranzherei,RU,2021-11-23 21:38:28,45.8476,47.5663,46.36,70,100,6.8
357,Tanete,ID,2021-11-23 21:38:29,-3.9443,119.7848,75.83,93,100,0.83
358,Finschhafen,PG,2021-11-23 21:38:29,-6.6024,147.8681,83.08,74,61,7.43
359,Portobelo,PA,2021-11-23 21:38:30,9.55,-79.65,75.61,87,100,6.22
360,Yarim,YE,2021-11-23 21:38:30,14.298,44.3779,48.96,30,56,4.7
361,Pasni,PK,2021-11-23 21:38:31,25.2631,63.471,77.14,38,19,9.31
362,Mushie,CD,2021-11-23 21:38:31,-3.0167,16.9,72.5,95,80,3.33
363,Ialibu,PG,2021-11-23 21:38:31,-6.2821,143.9935,59.63,89,99,1.45
364,Cassilandia,BR,2021-11-23 21:39:32,-19.1133,-51.7342,80.87,66,46,4.03
365,Pisco,PE,2021-11-23 21:39:32,-13.7,-76.2167,68.05,77,0,12.66
366,Gubkinskiy,RU,2021-11-23 21:39:33,64.434,76.5026,9.91,94,100,13.6
367,Hamilton,US,2021-11-23 21:39:34,39.1834,-84.5333,42.76,42,1,1.99
368,Zalegoshch,RU,2021-11-23 21:39:34,52.9008,36.8869,23.59,69,23,4.45
369,Maragogi,BR,2021-11-23 21:38:33,-9.0122,-35.2225,80.01,76,7,13.0
370,Raudeberg,NO,2021-11-23 21:39:35,61.9875,5.1352,47.19,96,100,7.0
371,Barranca,PE,2021-11-23 21:34:58,-10.75,-77.7667,66.76,79,97,8.84
372,Lomonosov,RU,2021-11-23 21:39:36,59.9061,29.7725,29.41,82,99,12.97
373,Pringsewu,ID,2021-11-23 21:39:36,-5.3582,104.9744,73.54,84,100,2.15
374,Port Moresby,PG,2021-11-23 21:39:37,-9.4431,147.1797,78.22,89,20,2.3
375,Fremont,US,2021-11-23 21:36:44,37.5483,-121.9886,68.16,59,1,3.0
376,Isangel,VU,2021-11-23 21:39:37,-19.55,169.2667,82.51,78,75,9.22
377,Guerrero Negro,MX,2021-11-23 21:35:24,27.9769,-114.0611,74.16,45,93,9.37
378,Bloomfield,US,2021-11-23 21:39:38,40.8068,-74.1854,41.13,40,1,5.01
379,Mackay,AU,2021-11-23 21:39:38,-21.15,149.2,81.05,89,75,0.0
380,Broome,US,2021-11-23 21:39:39,42.2506,-75.833,32.83,66,40,3.0
381,Constitucion,CL,2021-11-23 21:39:39,-35.3333,-72.4167,60.91,79,3,9.6
382,Tecolutilla,MX,2021-11-23 21:39:40,18.2833,-93.3167,82.94,73,4,10.02
383,Buala,SB,2021-11-23 21:39:40,-8.145,159.5921,83.95,73,87,7.9
384,Tortoli,IT,2021-11-23 21:39:41,39.9256,9.6572,56.98,88,75,5.75
385,Shache,CN,2021-11-23 21:39:41,38.4167,77.2406,29.32,43,65,1.32
386,Mbutuy,PY,2021-11-23 21:39:42,-24.9667,-56.3,80.28,64,100,2.48
387,Ewa Beach,US,2021-11-23 21:39:42,21.3156,-158.0072,84.15,56,20,11.01
388,Nikitinskiy,RU,2021-11-23 21:39:42,54.5845,86.0115,27.36,85,98,14.67
389,Qaqortoq,GL,2021-11-23 21:39:43,60.7167,-46.0333,21.7,59,100,10.87
390,Tokmak,UA,2021-11-23 21:39:43,47.2514,35.7058,31.41,54,41,7.9
391,Batagay,RU,2021-11-23 21:39:44,67.6333,134.6333,-34.83,99,69,1.36
392,Hirara,JP,2021-11-23 21:39:44,24.8,125.2833,69.48,63,100,19.77
393,Gondanglegi,ID,2021-11-23 21:39:45,-7.7479,112.0132,75.7,90,100,6.85
394,Hobyo,SO,2021-11-23 21:39:45,5.3505,48.5268,79.9,73,76,4.99
395,Asyut,EG,2021-11-23 21:39:45,27.181,31.1837,62.78,53,80,5.55
396,Cabreuva,BR,2021-11-23 21:39:46,-23.3075,-47.1328,89.87,47,40,3.4
397,Sibu,MY,2021-11-23 21:39:46,2.3,111.8167,75.51,94,40,7.0
398,Marzuq,YE,2021-11-23 21:39:47,14.4,46.4667,66.43,25,43,2.39
399,Port Macquarie,AU,2021-11-23 21:39:47,-31.4333,152.9167,71.49,83,90,12.66
400,Kholuy,RU,2021-11-23 21:39:47,56.575,41.8692,18.07,94,91,6.76
401,Bilma,NE,2021-11-23 21:39:48,18.6853,12.9164,76.66,19,0,7.52
402,Merritt Island,US,2021-11-23 21:39:48,28.5392,-80.672,62.87,62,20,16.11
403,The Pas,CA,2021-11-23 21:39:49,53.8251,-101.2541,15.82,86,90,12.66
404,Nelson Bay,AU,2021-11-23 21:39:49,-32.7167,152.15,73.96,84,98,3.0
405,Ilebo,CD,2021-11-23 21:39:50,-4.3167,20.5833,71.35,94,25,1.48
406,El Dorado,US,2021-11-23 21:39:50,38.7666,-120.5177,61.38,38,0,3.0
407,Masindi,UG,2021-11-23 21:39:50,1.6744,31.715,66.24,70,21,1.01
408,Victor Harbor,AU,2021-11-23 21:39:51,-35.5667,138.6167,71.8,95,100,8.39
409,Lukulu,ZM,2021-11-23 21:39:52,-14.3707,23.242,69.55,69,63,3.38
410,Tuatapere,NZ,2021-11-23 21:39:52,-46.1333,167.6833,60.12,51,98,3.06
411,Bosaso,SO,2021-11-23 21:39:53,11.2842,49.1816,78.3,69,97,4.92
412,Upington,ZA,2021-11-23 21:40:53,-28.4478,21.2561,70.18,40,58,2.3
413,Camargo,MX,2021-11-23 21:40:54,27.6667,-105.1667,76.55,30,91,4.41
414,Corumba,BR,2021-11-23 21:40:54,-19.0092,-57.6533,89.31,62,20,3.44
415,Sangar,RU,2021-11-23 21:40:55,63.9242,127.4739,-26.93,98,98,3.42
416,Enumclaw,US,2021-11-23 21:38:10,47.2043,-121.9915,49.42,89,99,1.99
417,Valparaiso,CL,2021-11-23 21:40:55,-33.0393,-71.6273,62.24,86,90,6.91
418,Ovalle,CL,2021-11-23 21:40:56,-30.5983,-71.2003,72.81,45,31,8.37
419,Watford,GB,2021-11-23 21:40:56,51.6553,-0.396,44.85,94,0,1.14
420,Parksville,CA,2021-11-23 21:36:51,49.3163,-124.3195,50.09,77,65,21.85
421,Manggar,ID,2021-11-23 21:40:57,-2.8833,108.2667,76.26,93,100,8.3
422,Emirdag,TR,2021-11-23 21:40:57,39.0197,31.15,52.0,72,100,11.25
423,Narsaq,GL,2021-11-23 21:40:58,60.9167,-46.05,21.42,63,100,9.86
424,Mocuba,MZ,2021-11-23 21:40:58,-16.8392,36.9856,76.21,81,28,3.09
425,Murray Bridge,AU,2021-11-23 21:40:59,-35.1167,139.2667,71.46,92,100,5.75
426,Salalah,OM,2021-11-23 21:40:59,17.0151,54.0924,84.29,23,0,10.36
427,Morgantown,US,2021-11-23 21:39:11,39.6295,-79.9559,36.7,51,1,3.44
428,Mayo,US,2021-11-23 21:40:59,38.8876,-76.5119,43.74,41,31,10.0
429,Hailun,CN,2021-11-23 21:41:00,47.45,126.9333,12.2,90,100,13.22
430,Lamar,US,2021-11-23 21:41:01,33.6668,-95.5836,69.98,26,1,10.36
431,Oliver,CA,2021-11-23 21:41:01,49.1831,-119.5524,40.95,87,97,2.3
432,Lahat,ID,2021-11-23 21:41:01,-3.8,103.5333,72.93,91,100,0.96
433,Yumen,CN,2021-11-23 21:41:02,40.2833,97.2,26.65,31,0,12.21
434,Progreso,MX,2021-11-23 21:41:02,21.2833,-89.6667,82.51,65,43,13.78
435,Cabo San Lucas,MX,2021-11-23 21:38:10,22.8909,-109.9124,85.6,61,20,5.99
436,Airai,TL,2021-11-23 21:41:03,-8.9266,125.4092,62.78,80,100,1.39
437,Padang,ID,2021-11-23 21:41:03,-0.9492,100.3543,75.25,73,100,3.96
438,Muri,IN,2021-11-23 21:41:04,23.3667,85.8667,64.42,51,0,3.22
439,Taoudenni,ML,2021-11-23 21:37:33,22.6783,-3.9836,81.77,30,77,9.08
440,Yaan,NG,2021-11-23 21:41:04,7.3833,8.5667,81.82,61,97,8.93
441,Damaturu,NG,2021-11-23 21:41:05,11.747,11.9608,76.71,23,100,8.77
442,Koutiala,ML,2021-11-23 21:41:05,12.3917,-5.4642,80.55,16,1,8.05
443,Maturin,VE,2021-11-23 21:41:06,9.75,-63.1767,75.79,91,90,5.61
444,Jumla,NP,2021-11-23 21:41:06,29.2747,82.1838,39.58,28,0,4.65
445,Saint-Augustin,CA,2021-11-23 21:36:48,51.226,-58.6502,40.77,83,100,23.44
446,Raga,SS,2021-11-23 21:41:07,8.4596,25.678,72.79,29,96,4.32
447,Kibre Mengist,ET,2021-11-23 21:41:07,5.8833,38.9833,61.88,51,86,2.75
448,Voh,NC,2021-11-23 21:41:08,-20.9667,164.7,81.54,67,100,1.45
449,Tukrah,LY,2021-11-23 21:41:08,32.5341,20.5791,66.56,61,53,7.38
450,Sampit,ID,2021-11-23 21:41:08,-2.5333,112.95,74.01,99,100,2.8
451,Kayerkan,RU,2021-11-23 21:41:09,69.3497,87.7602,11.7,88,100,12.33
452,Grumazesti,RO,2021-11-23 21:41:10,47.1333,26.3667,37.08,66,77,2.66
453,Plouzane,FR,2021-11-23 21:41:10,48.3833,-4.6167,50.05,82,90,11.5
454,Kiunga,PG,2021-11-23 21:41:11,-6.1219,141.2906,77.94,88,74,2.21
455,Kaduqli,SD,2021-11-23 21:41:11,11.0167,29.7167,73.98,21,33,9.82
456,Edgewater,US,2021-11-23 21:41:11,28.9889,-80.9023,61.12,55,20,26.46
457,Villa Carlos Paz,AR,2021-11-23 21:38:56,-31.4241,-64.4978,82.38,43,70,15.01
458,Mangai,CD,2021-11-23 21:36:15,-4.05,19.5333,71.13,91,8,1.14
459,Cruzilia,BR,2021-11-23 21:41:12,-21.8386,-44.8083,66.72,65,25,3.02
460,Prince Rupert,CA,2021-11-23 21:41:13,54.3161,-130.3201,42.49,70,90,6.91
461,Athabasca,CA,2021-11-23 21:42:13,54.7169,-113.2854,12.02,79,96,9.04
462,Puerto Guzman,CO,2021-11-23 21:42:14,0.9703,-76.5858,74.79,97,91,1.05
463,Alofi,NU,2021-11-23 21:38:33,-19.0595,-169.9187,84.09,58,75,6.91
464,Roald,NO,2021-11-23 21:37:22,62.5833,6.1333,48.34,93,75,21.85
465,Laguna,US,2021-11-23 21:42:14,38.421,-121.4238,66.24,73,1,4.0
466,Champasak,LA,2021-11-23 21:42:15,14.75,106.0,65.88,89,44,2.1
467,Dumbravita,RO,2021-11-23 21:42:15,45.7667,25.4333,38.17,75,70,3.76
468,Darhan,MN,2021-11-23 21:42:16,49.4867,105.9228,8.49,92,71,3.85
469,Saint-Francois,FR,2021-11-23 21:42:16,46.4154,3.9054,32.68,89,2,2.3
470,Khovu-Aksy,RU,2021-11-23 21:42:17,51.1333,93.6,13.23,81,100,5.64
471,Dzilam Gonzalez,MX,2021-11-23 21:42:17,21.2833,-88.9333,77.05,63,51,8.86
472,Magadan,RU,2021-11-23 21:42:18,59.5667,150.8,13.95,75,8,18.7
473,Portland,US,2021-11-23 21:38:19,45.5234,-122.6762,52.52,83,75,1.99
474,Veraval,IN,2021-11-23 21:42:18,20.9,70.3667,78.33,59,93,8.03
475,Sungairaya,ID,2021-11-23 21:42:19,0.7,108.9,76.33,82,96,3.13
476,Soure,BR,2021-11-23 21:42:19,-0.7167,-48.5233,80.62,80,55,8.68
477,Rawson,AR,2021-11-23 21:42:20,-43.3002,-65.1023,78.31,33,89,22.39
478,Sadao,TH,2021-11-23 21:42:20,6.6388,100.4234,75.02,98,100,1.92
479,Vanavara,RU,2021-11-23 21:41:48,60.34,102.2797,6.33,100,99,3.78
480,Lethem,GY,2021-11-23 21:42:21,3.3803,-59.7968,91.45,55,20,13.8
481,Ochakiv,UA,2021-11-23 21:42:21,46.6128,31.5498,32.14,70,4,7.11
482,Abnub,EG,2021-11-23 21:42:22,27.2696,31.1511,62.82,54,84,5.06
483,Mungwi,ZM,2021-11-23 21:42:22,-10.1732,31.3694,65.79,82,94,3.02
484,Zherdevka,RU,2021-11-23 21:42:23,51.8486,41.4606,21.69,68,41,4.32
485,Luba,GQ,2021-11-23 21:42:23,3.4568,8.5547,80.46,80,40,9.69
486,Monte Alegre De Minas,BR,2021-11-23 21:42:24,-18.8706,-48.8808,84.85,48,32,1.88
487,Coaraci,BR,2021-11-23 21:42:24,-14.6408,-39.5511,78.24,98,90,2.46
488,Iralaya,HN,2021-11-23 21:42:25,15.0,-83.2333,78.69,81,74,9.78
489,Discovery Bay,US,2021-11-23 21:39:33,37.9085,-121.6002,67.48,67,1,3.0
490,Rocha,UY,2021-11-23 21:42:25,-34.4833,-54.3333,57.07,64,0,6.24
491,La Ronge,CA,2021-11-23 21:42:26,55.1001,-105.2842,8.85,72,90,13.8
492,Zambezi,ZM,2021-11-23 21:42:26,-13.5432,23.1047,65.44,86,80,5.26
493,Tura,IN,2021-11-23 21:42:27,25.5198,90.2201,59.5,67,0,3.74
494,Pangnirtung,CA,2021-11-23 21:37:41,66.1451,-65.7125,32.0,51,90,24.16
495,Syracuse,IT,2021-11-23 21:42:27,37.0881,15.2792,60.39,73,0,6.89
496,Coos Bay,US,2021-11-23 21:42:28,43.3665,-124.2179,53.92,87,75,11.5
497,Port Blair,IN,2021-11-23 21:42:28,11.6667,92.75,81.41,83,100,9.8
498,Surin,TH,2021-11-23 21:42:28,14.8818,103.4936,64.9,80,70,13.0
499,Taveta,KE,2021-11-23 21:42:29,-3.3963,37.6736,74.53,66,95,2.95
500,Ledyard,US,2021-11-23 21:42:29,41.4398,-72.0142,38.52,38,1,8.01
501,Arman,RU,2021-11-23 21:42:30,59.7,150.1667,7.11,82,9,12.68
502,Mount Pleasant,US,2021-11-23 21:42:30,32.7941,-79.8626,51.94,35,1,1.99
503,Alice Springs,AU,2021-11-23 21:42:18,-23.7,133.8833,65.75,88,90,6.91
504,Pampa,US,2021-11-23 21:42:31,35.5362,-100.9599,75.34,21,26,22.86
505,Zeya,RU,2021-11-23 21:42:31,53.75,127.2667,17.82,53,100,7.54
506,Soavinandriana,MG,2021-11-23 21:42:31,-19.1667,46.7333,63.25,89,100,2.95
507,Beloha,MG,2021-11-23 21:37:56,-25.1667,45.05,70.29,86,52,8.68
508,Douglas,US,2021-11-23 21:39:13,41.3,-96.167,69.1,26,1,13.8
509,Nicoya,CR,2021-11-23 21:42:28,10.1483,-85.452,85.55,73,92,8.57
510,Camacupa,AO,2021-11-23 21:43:32,-12.0167,17.4833,63.9,70,89,2.57
511,Aboso,GH,2021-11-23 21:43:33,5.3617,-1.9473,75.92,93,87,2.86
512,Faridkot,IN,2021-11-23 21:43:33,30.6667,74.75,58.69,22,3,5.7
513,Gannan,CN,2021-11-23 21:43:34,47.9147,123.5031,12.25,65,50,10.27
514,Alvand,IR,2021-11-23 21:43:34,36.3187,49.1678,38.93,61,0,7.99
515,Tommot,RU,2021-11-23 21:43:35,58.9564,126.2925,-9.17,94,100,3.76
516,Alindao,CF,2021-11-23 21:43:35,5.0267,21.2088,71.19,54,66,0.47
517,Phibun Mangsahan,TH,2021-11-23 21:43:36,15.2447,105.2291,67.98,80,61,11.41
518,Naberera,TZ,2021-11-23 21:43:36,-4.2,36.9333,66.52,74,78,3.47
519,Kungurtug,RU,2021-11-23 21:43:36,50.5994,97.5228,14.88,85,100,1.63
520,Yefremov,RU,2021-11-23 21:43:37,53.1481,38.0992,23.36,65,2,5.21
521,Nouadhibou,MR,2021-11-23 21:43:37,20.931,-17.0347,78.78,57,100,16.11
522,Puerto Ayacucho,VE,2021-11-23 21:43:38,5.6639,-67.6236,80.91,81,100,5.86
523,Tongliao,CN,2021-11-23 21:43:38,43.6125,122.2653,7.68,79,3,8.68
524,Monrovia,LR,2021-11-23 21:43:38,6.3005,-10.7969,80.11,83,36,7.67
525,Zhigansk,RU,2021-11-23 21:43:39,66.7697,123.3711,-38.15,100,61,2.84
526,La Palma,US,2021-11-23 21:43:39,33.8464,-118.0467,80.94,46,20,4.0
527,Santa Cruz,BO,2021-11-23 21:43:40,-17.8,-63.1667,89.65,58,75,14.97
528,Gizo,SB,2021-11-23 21:43:40,-8.103,156.8419,83.95,72,55,7.18
529,Krosno Odrzanskie,PL,2021-11-23 21:43:41,52.0549,15.0988,42.69,92,100,6.58
530,Lyuban,BY,2021-11-23 21:43:41,52.7985,28.0048,31.55,88,100,4.72
531,Pangai,TO,2021-11-23 21:43:42,-19.8,-174.35,80.71,74,75,2.3
532,Sakassou,CI,2021-11-23 21:43:43,7.4546,-5.2926,82.24,62,11,4.12
533,Coihaique,CL,2021-11-23 21:43:43,-45.5752,-72.0662,67.95,40,75,8.05
534,Vila Do Maio,CV,2021-11-23 21:43:44,15.1333,-23.2167,77.79,79,66,14.83
535,Buraydah,SA,2021-11-23 21:43:44,26.326,43.975,61.25,49,3,9.37
536,Filingue,NE,2021-11-23 21:43:45,14.3521,3.3168,84.2,16,3,9.84
537,Goma,CD,2021-11-23 21:43:45,-1.6792,29.2228,62.49,84,49,2.89
538,Linxia,CN,2021-11-23 21:43:45,35.6003,103.2064,30.34,25,0,1.66
539,San Vicente,AR,2021-11-23 21:43:46,-26.6167,-54.1333,77.9,51,100,2.89
540,Dharchula,IN,2021-11-23 21:43:46,29.85,80.5333,51.55,32,0,7.09
541,Bubaque,GW,2021-11-23 21:43:47,11.2833,-15.8333,83.03,77,25,12.8
542,Mjolby,SE,2021-11-23 21:43:47,58.326,15.1237,38.48,92,22,7.99
543,Yashan,CN,2021-11-23 21:43:48,22.1975,109.9419,51.21,67,0,4.9
544,Turochak,RU,2021-11-23 21:43:48,52.2576,87.1224,37.44,73,100,13.73
545,Mariental,NA,2021-11-23 21:43:49,-24.6333,17.9667,73.63,13,0,10.31
546,Sinnamary,GF,2021-11-23 21:43:49,5.3833,-52.95,79.3,86,100,8.72
547,Najran,SA,2021-11-23 21:43:50,17.4924,44.1277,63.25,33,6,1.45
548,Iraray,PH,2021-11-23 21:43:50,8.9936,118.0511,78.03,87,42,6.11
549,Oudtshoorn,ZA,2021-11-23 21:41:09,-33.5907,22.2014,55.76,85,33,1.39
550,Bloomingdale,US,2021-11-23 21:40:43,27.8936,-82.2404,66.11,49,1,1.99
551,Novovasylivka,UA,2021-11-23 21:43:51,46.8315,35.7536,32.36,52,19,8.95
552,Soyo,AO,2021-11-23 21:43:51,-6.1349,12.3689,78.58,87,65,8.52
553,Honiara,SB,2021-11-23 21:44:52,-9.4333,159.95,84.63,71,90,5.84
554,Porto Novo,BJ,2021-11-23 21:44:52,6.4965,2.6036,84.02,86,95,7.27
555,Anchorage,US,2021-11-23 21:44:53,61.2181,-149.9003,12.36,85,90,0.0
556,Imbituba,BR,2021-11-23 21:44:53,-28.24,-48.6703,75.09,82,95,14.09
557,Lac Du Bonnet,CA,2021-11-23 21:41:58,50.2536,-96.0612,28.89,97,96,2.28
558,Annau,TM,2021-11-23 21:44:54,37.8876,58.516,45.9,71,40,4.61
559,Gombe,NG,2021-11-23 21:44:54,10.2897,11.1673,79.59,23,73,6.53
